title	link	date	title_corrected	summary
The migrants—a national concern - Trinidad Guardian	http://www.guardian.co.tt/opinion/the-migrantsa-national-concern-6.2.1167180.87e1cb3cf1	2020-07-29	The migrants—a national concern	In the communities from where they come, it is extremely difficult for them to get basic support services like education, food, and healthcare. I was very happy to read one of our noted columnists make a clear plea on their behalf. We continue to reach out as best as we can by: (a) providing food hampers on a regular basis, (supported by the Archdiocese and donations from parishioners); (b) providing household items for somewhat comfortable living; (c) distributing laundered second-hand Clothing which is always in great need and (d) offering online teaching—a major component for any community. 
CMO: COVID-19 contracted from migrant - Trinidad Guardian	http://www.guardian.co.tt/news/cmo-covid19-contracted-from-migrant-6.2.1167617.f357f716e0	2020-07-29	CMO: COVID-19 contracted from migrant	He made the revelation at a Ministry of Health virtual press briefing. Minister of Health Terrence Deyalsingh revealed during the conference that the ministry is struggling with contact tracing because some people are hiding, lying and being hostile towards officials when contacted. He appealed for more cooperation from citizens as public health officials try to protect the country from the pandemic. 
UWI law professor: More empathy needed for migrants - Trinidad News	https://newsday.co.tt/2020/07/29/uwi-law-professor-more-empathy-needed-for-migrants/	2020-07-29	UWI law professor: More empathy needed for migrants	None 
The migrants – a national concern - Trinidad News	https://newsday.co.tt/2020/07/29/the-migrants-a-national-concern/	2020-07-29	The migrants – a national concern	None 
‘Illegal migrants may be spreading Covid’ - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/illegal-migrants-may-be-spreading-covid/article_47a6503a-d20a-11ea-8a25-d787869982ca.html	2020-07-29	‘Illegal migrants may be spreading Covid’	“During contact tracing exercises which are going on, in last couple weeks we have reason to believe that a person or persons from that group had been in contact with individuals who have recently managed to cross our borders,” he said. Young further warned that all migrants found to have entered the country illegally would be quarantined and deported. The information led them intercepting two illegal immigrants being transported along SS Erin Road, Santa Flora. 
Immigration head: Illegal immigrants are covid19 threat - Trinidad News	https://newsday.co.tt/2020/07/30/immigration-head-illegal-immigrants-are-covid19-threat/	2020-07-30	Immigration head: Illegal immigrants are covid19 threat	None 
NGO: COVID causing xenophobia against migrants - Trinidad Guardian	http://www.guardian.co.tt/news/ngo-covid-causing-xenophobia-against-migrants-6.2.1169218.f95d204f21	2020-07-30	NGO: COVID causing xenophobia against migrants	Diquez yesterday said she was currently dealing with one migrant family whose landlord had changed his mind on renting them an apartment following National Security Minister Stuart Young's statements last Saturday. Both Diquez and Perreira claimed police are also rounding up migrants, including those who registered with the amnesty programme last year. However, she questioned whether the State is persecuting migrants because of alleged involvement in human trafficking or proof that they have COVID-19. 
Local priest and V'zuelans concerned about clampdown on migrants - Trinidad News	https://newsday.co.tt/2020/08/02/local-priest-and-vzuelans-concerned-about-clampdown-on-migrants/	2020-08-02	Local priest and V'zuelans concerned about clampdown on migrants	None 
Families of women, children at ISIS refugee camp file legal action for repatriation - Trinidad News	https://newsday.co.tt/2020/08/06/families-of-women-children-at-isis-refugee-camp-file-legal-action-for-repatriation/	2020-08-06	Families of women, children at ISIS refugee camp file legal action for repatriation	None 
Court hearing for Isis refugees put to Monday - Trinidad News	https://newsday.co.tt/2020/08/07/court-hearing-for-isis-refugees-put-to-monday/	2020-08-07	Court hearing for Isis refugees put to Monday	None 
NGOs urge government to respect refugee conventions - Trinidad News	https://newsday.co.tt/2020/08/07/ngos-urge-government-to-respect-refugee-conventions/	2020-08-07	NGOs urge government to respect refugee conventions	None 
Legal officer: TT lacks laws on asylum seekers, refugees - Trinidad News	https://newsday.co.tt/2020/08/14/legal-officer-tt-lacking-asylum-seekers-refugees-laws/	2020-08-14	Legal officer: TT lacks laws on asylum seekers, refugees	None 
Private sector should help protect migrants - Trinidad Guardian	http://www.guardian.co.tt/news/private-sector-should-help-protect-migrants-6.2.1181678.eabeb1f84e	2020-08-15	Private sector should help protect migrants	Speaking at a virtual workshop titled “Protection of Refugees and Migrants in T&T; Exploring legal frameworks, human rights and justice” on Friday, Antoine said there continues to be an erosion of basic rights among the migrant community. The private sector should get involved because Venezuelan migrants are playing a role in our society as workers, they are in hospitals, supermarkets and many other places.” She added, “We have a poor and inadequate legal framework which makes the role of NGOs more important. Living Water legal officer Ganesh Rampersad reiterated that there was no legislation for refugees. 
OAS pushes for Venezuelan migrant mission to TT - Trinidad News	https://newsday.co.tt/2020/08/17/oas-pushes-for-venezuelan-migrant-mission-to-tt/	2020-08-17	OAS pushes for Venezuelan migrant mission to TT	None 
Venezuelan migrant women need to be respected - Trinidad Guardian	http://www.guardian.co.tt/opinion/venezuelan-migrant-women-need-to-be-respected-6.2.1194071.fa446d88c9	2020-08-28	Venezuelan migrant women need to be respected	In the “Venezuelan Crisis Response Plan for Migrants and Refugees,” it was highlighted that although the majority of Venezuelan nationals are in need of international protection, single women, females who are survivors of gender-based violence and those at risk for gender-based violence are particularly vulnerable. Trinidad and Tobago is a land of opportunity for many, including myself who moved here towards professional development. That should be our focus as people who share this twin island Republic. 
Repatriation of ISIS refugees trial set for November - Trinidad News	https://newsday.co.tt/2020/09/10/repatriation-of-isis-refugees-trial-set-for-november/	2020-09-10	Repatriation of ISIS refugees trial set for November	None 
MP blames crime migration for increased robberies in Freeport - TT Newsday	https://newsday.co.tt/2020/09/24/mp-blames-crime-migration-for-increased-robberies-in-freeport/	2020-09-24	MP blames crime migration for increased robberies in Freeport	None 
Young: Illegal Venezuelan migrants legally deported - TT Newsday	https://newsday.co.tt/2020/09/24/young-illegal-venezuelan-migrants-legally-deported/	2020-09-24	Young: Illegal Venezuelan migrants legally deported	None 
With migrants in mind - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/opinion/editorials/with-migrants-in-mind/article_1fd2ea14-0a86-11eb-bd00-634693888809.html	2020-10-09	With migrants in mind	She said the Government ought to take better and greater account of this and plan effectively to bring those persons into the mix as sources of labour. One of the intellectuals in his closest circles, Francisco De Miranda, spent a year here between 1806 and 1807, as part of what has been described as the rendezvous for his expeditions in the struggle for Spanish American independence in general. Romulo Betancourt, who was twice president of an Independent Venezuela (1945-1948/1959-1964), had spent time in Trinidad growing up. 
PM praises migrants - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/pm-praises-migrants/article_4db3b328-0f45-11eb-83da-0bffca541b23.html	2020-10-15	PM praises migrants	Because, understand our circumstance, as a small island with limited resources, we cannot have an open door policy where persons come in their tens of thousands at will. He said the United States remained one of Trinidad and Tobago’s main trading partners. “This action will in no small measure help to bolster the continued strong trading relationship between our countries,” he said. 
PM: T&T will not have open-door policy for migrants - Trinidad Guardian	http://www.guardian.co.tt/news/pm-tt-will-not-have-opendoor-policy-for-migrants-6.2.1235030.e773ce4f77	2020-10-16	PM: T&T will not have open-door policy for migrants	geisha.kowlessar@guardian.co.tt Prime Minister Dr Keith Rowley says “under no circumstances” will Trinidad and Tobago implement an open-door policy to migrants. Noting that just over 16,000 Venezuelans were registered to work legally here during a Government exercise last year, Rowley said for small island like T&T that figure was a lot. He added, however, that most of the registered Venezuelans are gainfully employed and provide skills to this country. 
'US deported Venezuelan refugees to T&T' - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/newsextra/us-deported-venezuelan-refugees-to-t-t/article_374f16fa-1138-11eb-98dc-2f9497f1ee15.html	2020-10-18	'US deported Venezuelan refugees to T&T'	Robert Menendez, a democratic senator from New Jersey, called on the Administration to immediately provide Congress with details of previously undisclosed deportations routed through Trinidad and Tobago, including information on exactly how many innocent Venezuelans were forced back to Nicolás Maduro’s murderous dictatorship and if those deportations have ceased. Earlier this year, Copa Airlines was fined for operating similar flights between the United States and Venezuela using Panama as a stopover point. deportations to Venezuela continued on Copa Airlines flights via Panama[1] in spite of the FAA’s suspension. 
Judge laments TT's migrant mess, as Gambian gets $ for 400 day detention - Trinidad Guardian	http://www.guardian.co.tt/news/judge-laments-tts-migrant-mess-as-gambian-gets--for-400-day-detention-6.2.1244785.8943d93048	2020-11-03	Judge laments TT's migrant mess, as Gambian gets $ for 400 day detention	Delivering a judgement during a virtual hearing, yesterday morning, Justice Frank Seepersad ordered the compensation for Mustapha Touray as he ruled that the Immigration Division improperly detained him after he returned to this country in April 2018. Despite his judgement, Seepersad noted that based on experience in similar cases, the division has issues in deporting illegal immigrants from Africa as there are no direct flights from this country and expensive charters are often required to accommodate large groups. “The legislature may also wish to pursue criminalising the engagement of work by illegal immigrants so that persons engaged in same can be arrested and charged separate and apart from immigration proceedings,” Seepersad said. 
UN agency cuts help for Venezuelan refugees - TT Newsday	https://newsday.co.tt/2020/11/13/un-agency-cuts-help-for-venezuelan-refugees/	2020-11-13	UN agency cuts help for Venezuelan refugees	None 
Judge to rule on repatriation of ISIS refugees in January - TT Newsday	https://newsday.co.tt/2020/11/16/judge-to-rule-on-repatriation-of-isis-refugees-in-january/	2020-11-16	Judge to rule on repatriation of ISIS refugees in January	None 
Bilingual children's book addresses migrant issues - TT Newsday	https://newsday.co.tt/2020/11/20/bilingual-childrens-book-addresses-migrant-issues/	2020-11-20	Bilingual children's book addresses migrant issues	None 
'Exploitation of Venezuelan migrants increasing' - Trinidad Guardian	http://www.guardian.co.tt/news/exploitation-of-venezuelan-migrants-increasing-6.2.1253542.28d63b3f91	2020-11-21	'Exploitation of Venezuelan migrants increasing'	"""Employers promise work and after one week, Venezuelan workers are not paid. He said the T&T authorities have been speaking about penetrating the Latin American markets in terms of trade and Spanish-speaking Venezuelan migrants can assist in this. Browne said that the authorities need to collect data on how many skilled and unskilled Venezuelans are in T&T and other data on their demographics. "
Baby among 16 migrant children swiftly deported - Trinidad Guardian	http://www.guardian.co.tt/news/baby-among-16-migrant-children-swiftly-deported-6.2.1253951.e59b634f9d	2020-11-23	Baby among 16 migrant children swiftly deported	She claimed they were kept in a cell where at least one of the children fell ill. “Before that time could have arrived I received photos of two pirogues taking those children and women away from Trinidad. “It is really stunning to know that such actions would be taken by persons representing the state. 
Judge rules deported migrants must be returned - Trinidad Guardian	http://www.guardian.co.tt/news/judge-rules-deported-migrants-must-be-returned-6.2.1254059.deeb868e39	2020-11-23	Judge rules deported migrants must be returned	Quinlan-Williams ordered that the 19 women and children, be brought into custody in time for a follow up hearing this afternoon. National Security Minister Stuart Young reported attened the virtual hearing to represent his ministry. The women and minors were detained after arriving in Chatham, last Tuesday. 
Legal bid to return deported migrant children fails - Trinidad Guardian	http://www.guardian.co.tt/news/legal-bid-to-return-deported-migrant-children-fails-6.2.1254262.f28fd54ad5	2020-11-23	Legal bid to return deported migrant children fails	Derek Achong A group of Venezuelan migrant women and children who were deported with legal proceedings pending on Sunday morning, could not be returned to this country for a hearing of their case, this afternoon. However, he said his clients were waiving their right to make such a claim as they recognise legitimate humanitarian claims. The three women and 16 minors were detained after arriving in Chatam last Tuesday. 
PM unsurprised over migrants backlash - Trinidad Guardian	http://www.guardian.co.tt/news/pm-unsurprised-over-migrants-backlash-6.2.1255037.aa2a4608f6	2020-11-25	PM unsurprised over migrants backlash	Prime Minister Dr Keith Rowley issued a brief statement this morning, concerning recent developments with Venezuelan migrants, who had entered the country illegally. Under the rubric of “humanitarian” this interpretation, if accepted, will effectively prise open our borders to every economic migrant, gun runner, drug dealer, human trafficker and South American gang leader/members. It is our little island nation which facilitated the registration of 16,000 Venezuelan migrants and even as we ourselves are struggling to cope with our own difficulties we have afforded them comfort, aid and opportunity. 
Maduro to blame for Venezuelan refugees—US Ambassdor Mondello - Trinidad Guardian	http://www.guardian.co.tt/news/maduro-to-blame-for-venezuelan-refugeesus-ambassdor-mondello-6.2.1255283.03a8f60276	2020-11-25	Maduro to blame for Venezuelan refugees—US Ambassdor Mondello	leadership took office – Venezuelan authorities under Maduro have committed grave human rights violations and crimes in violation of international law, including extrajudicial executions, torture, arbitrary detentions, and excessive use of force. It is Maduro and his backers, not sanctions, who are to blame for the millions of Venezuelans living in dire economic conditions and who have fled their homes since he assumed power. Refugees, guns, gangs, and drugs originating from Venezuela will continue to plague the region until democracy returns to the Venezuelan people. 
Judge orders migrant children's release from detention - Trinidad Guardian	http://www.guardian.co.tt/news/judge-orders-migrant-childrens-release-from-detention-6.2.1254944.73397cdb9f	2020-11-25	Judge orders migrant children's release from detention	Legal sources told Guardian Media that over the past two weeks, over a dozen migrant children and parents have been released after bringing similar cases. The children’s lawyers suggested that the situation had to be rectified, as it amounted to cruelty and could affect this country’s international reputation. “We are not putting people in inhumane or risky situations.” The children were represented by Criston J Williams, Jerome Riley and Kerrina Samdeo. 
16 groups tell PM: Uphold your obligations on child, refugee rights - TT Newsday	https://newsday.co.tt/2020/11/25/16-groups-tell-pm-uphold-your-obligations-on-child-and-refugee-rights/	2020-11-25	16 groups tell PM: Uphold your obligations on child, refugee rights	None 
Published inYoung: All illegal immigrants to be deemed undesirables - TT Newsday	https://newsday.co.tt/2020/11/25/undesirables/	2020-11-25	Published inYoung: All illegal immigrants to be deemed undesirables	None 
PM pledges resistance to attempts to force open borders through illegal immigration - Trinidad Guardian	http://www.guardian.co.tt/news/pm-pledges-resistance-to-attempts-to-force-open-borders-through-illegal-immigration-6.2.1255069.2d7fc3b463	2020-11-25	PM pledges resistance to attempts to force open borders through illegal immigration	"In a statement at 7:14 this morning, he added: ""Under the rubric of 'humanitarian' this interpretation, if accepted, will effectively prise open our borders to every economic migrant, gun runner, drug dealer, human trafficker and South American gang leader/members. Rowley spoke early, following the challenge facing TT—and criticism from some Venezuelan Opposition politicians—after a boatload of illegal Venezuelans including babies and children entered TT. Under the rubric of “humanitarian” this interpretation, if accepted, will effectively prise open our borders to every economic migrant, gun runner, drug dealer, human trafficker and South American gang leader/members. "
UN Human Rights Office 'deeply concerned' by treatment of migrant children - TT Newsday	https://newsday.co.tt/2020/11/25/un-human-rights-office-deeply-concerned-by-treatment-of-migrant-children/	2020-11-25	UN Human Rights Office 'deeply concerned' by treatment of migrant children	None 
Time for a comprehensive refugee policy, says UNC - Trinidad Guardian	http://www.guardian.co.tt/news/time-for-a-comprehensive-refugee-policy-says-unc-6.2.1255682.27019b9d09	2020-11-26	Time for a comprehensive refugee policy, says UNC	If we have a clear and well communicated refugee policy, then there will be no ambiguity regarding our country’s position on a number of situations likely to arise with our Venezuelan migrants/refugees. Local NGOs and stakeholders like the TTCG, the TTPS, our Immigration Department, our Parliament and our citizenry will be in no doubt as to what is required of them in a variety of situations, such as arose recently with the deportation of Venezuelans including children and a 4 month old baby. PM Mottley speaks, articulates and deliberates in measured, well-constructed phrases — befitting a world class diplomat. 
Moonilal is 'political trafficking' migrants issue—PNM Women's League - Trinidad Guardian	http://www.guardian.co.tt/news/moonilal-is-political-trafficking-migrants-issuepnm-womens-league-6.2.1255664.60d819967b	2020-11-26	Moonilal is 'political trafficking' migrants issue—PNM Women's League	All we hear is an irresponsible politician crying foul play wrongfully accusing this country and our responsible border security forces. Regrettably not even the deadly threat of this Covid-19 pandemic has swayed Moonilal to put country first before his diabolical schemes. However, we are certain that all right-thinking citizens will stand as a nation guided by God and the Rule of law. 
Row over migrants as PM rants at OAS, US - TT Newsday	https://newsday.co.tt/2020/11/26/row-over-migrants-as-pm-rants-at-oas-and-us/	2020-11-26	Row over migrants as PM rants at OAS, US	None 
Judge blocks migrants' deportations pending ruling but - Trinidad Guardian	http://www.guardian.co.tt/news/judge-blocks-migrants-deportations-pending-ruling-but-6.2.1255482.2575601a28	2020-11-26	Judge blocks migrants' deportations pending ruling but	I became very fearful for my family, who was without me and locked away in a foreign country,” he said. They were then held in custody at several police stations until their deportation on Sunday morning. The migrants are also being represented by Gerald Ramdeen, Nafeesa Mohammed, Dayadai Harripaul, and Umesh Maharaj. 
Lawyers to file new motion for remaining migrants - Trinidad Guardian	http://www.guardian.co.tt/news/lawyers-to-file-new-motion-for-remaining-migrants-6.2.1255949.ca1addbe24	2020-11-27	Lawyers to file new motion for remaining migrants	Media personnel were also not permitted access to yesterday's hearing as the case involved minors. The group is also being represented by Nafeesa Mohammed, Dayadai Harripaul and Umesh Maharaj. They were then held in custody at several police stations until their repatriation on Sunday morning. 
Venezuela asks National Security Ministry to meet on migrant crisis - TT Newsday	https://newsday.co.tt/2020/11/27/venezuela-asks-national-security-ministry-to-meet-on-migrant-crisis/	2020-11-27	Venezuela asks National Security Ministry to meet on migrant crisis	None 
Lack of refugee policy big issue for T&T Govt - Trinidad Guardian	http://www.guardian.co.tt/news/lack-of-refugee-policy-big-issue-for-tt-govt-6.2.1255944.89c9ad2255	2020-11-27	Lack of refugee policy big issue for T&T Govt	Specifically, it means that the Venezuelan migrants who are getting into boats, braving rough waters and pirates to land here because they simply cannot continue to live in their home country, can only be classified as illegal migrants, regardless of how good their reasons are for leaving Venezuela behind. The Government has said these are economic migrants and not refugees. IOM's DTM consultant, Leigh-Ann Waldropt-Bonair, says data like this should encourage policymakers to consider how they can better integrate them into the local workforce. 
PNM Women's League: Don't politicise migrants issue - TT Newsday	https://newsday.co.tt/2020/11/27/pnm-womens-league-dont-politicise-migrants-issue/	2020-11-27	PNM Women's League: Don't politicise migrants issue	None 
UNC MP: Trinidad and Tobago needs a refugee policy - TT Newsday	https://newsday.co.tt/2020/11/27/unc-mp-trinidad-and-tobago-needs-a-refugee-policy/	2020-11-27	UNC MP: Trinidad and Tobago needs a refugee policy	None 
Opposition, Government MPs quarrel over Venezuelan migrants - TT Newsday	https://newsday.co.tt/2020/11/28/opposition-government-mps-quarrel-over-venezuelan-migrants/	2020-11-28	Opposition, Government MPs quarrel over Venezuelan migrants	None 
Extensive migrant policy vital - TT Newsday	https://newsday.co.tt/2020/11/28/extensive-migrant-policy-vital/	2020-11-28	Extensive migrant policy vital	None 
Young: T&T not registering more migrants - Trinidad Guardian	http://www.guardian.co.tt/news/young-tt-not-registering-more-migrants-6.2.1256335.3646e8e1a9	2020-11-28	Young: T&T not registering more migrants	Young confirmed the meeting in Parliament yesterday while replying to Opposition queries. The request to meet with Young came two days after Venezuela Foreign Affairs Minister Jorge Arreaza tweeted that they would be seeking a meeting with the T&T Government. On whether Government will open another registration to legalise more illegal Venezuelans in T&T, Young reiterated that at this stage he cannot say what was the future intention and while that may change, at this time there’s no plan to open another registration exercise. 
Ramdeen brought to tears over migrant treatment - Trinidad Guardian	http://www.guardian.co.tt/news/ramdeen-brought-to-tears-over-migrant-treatment-6.2.1256331.5e7f2a7a1b	2020-11-28	Ramdeen brought to tears over migrant treatment	“Who intercepted, detained or decided to send those 16 children and 11 women on two pirogues in the night. According to her, “We need a policy that is drawn up with consultation of all human rights groups. Ramdeen also noted that we are days away from commemorating Human Rights Day, which is on December 10. 
Judge orders Young to locate migrants - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/judge-orders-young-to-locate-migrants/article_91c2bed4-31e5-11eb-a4a5-8fb555b25203.html	2020-11-29	Judge orders Young to locate migrants	They never reached Venezuela and three days later, they returned to this country before being detained by police and placed in cells at the Erin Police Station. “It has come to the attention of the Minister of National Security, via a media report, that certain lawyers approached a High Court judge, ex parte, and that the judge made certain orders pertaining to some Venezuelans who are in Trinidad and Tobago illegally. “The result of this exercise was that 16,523 Venezuelans were registered and permitted to be legally in our country.” 
160 Venezuelans deported as judge orders State to say where migrants are - TT Newsday	https://newsday.co.tt/2020/11/29/160-venezuelans-deported-as-judge-orders-state-to-say-where-migrants-are/	2020-11-29	160 Venezuelans deported as judge orders State to say where migrants are	None 
Nafeesa: We can make immigration law kinder to refugees - Trinidad Guardian	http://www.guardian.co.tt/news/nafeesa-we-can-make-immigration-law-kinder-to-refugees-6.2.1257229.d509cd23f9	2020-11-30	Nafeesa: We can make immigration law kinder to refugees	Nafeesa Mohammed argues measures can be taken to ensure that illegal immigrants are treated with dignity. But Nafeesa Mohammed says this country has certain obligations under the 1951 Refugee Convention and its 1967 Protocol, which asserts that a refugee should not be returned to a country where they face serious threats to their life or freedom. “There is a draft Refugee Bill in his office that would have emanated from since 2014 or thereabouts,” she says. 
At sea on migration - TT Newsday	https://newsday.co.tt/2020/11/30/at-sea-on-migration/	2020-11-30	At sea on migration	None 
Scholar on TT migration: Seek assistance regionally - TT Newsday - TT Newsday	https://newsday.co.tt/2020/11/30/scholar-on-tt-migration-seek-assistance-regionally/	2020-11-30	Scholar on TT migration: Seek assistance regionally	None 
'Therapeutic jurisprudence' needed for Venezuelan immigrants, says Benjamin - TT Newsday	https://newsday.co.tt/2020/11/30/therapeutic-jurisprudence-needed-for-venezuelan-immigrants-says-benjamin/	2020-11-30	'Therapeutic jurisprudence' needed for Venezuelan immigrants, says Benjamin	None 
Young's statements on Venezuelan migrants worry Law Association - TT Newsday	https://newsday.co.tt/2020/11/30/youngs-statements-on-venezuelan-migrants-worry-law-association/	2020-11-30	Young's statements on Venezuelan migrants worry Law Association	None 
No to illegal entry, yes to deportation: Rowley on Venezuelan migrants - TT Newsday	https://newsday.co.tt/2020/12/01/no-to-illegal-entry-yes-to-deportation-rowley-on-venezuelan-migrants/	2020-12-01	No to illegal entry, yes to deportation: Rowley on Venezuelan migrants	None 
Dr Hinds: Illegal migrants not stressing covid19 resources - TT Newsday	https://newsday.co.tt/2020/12/02/dr-hinds-illegal-migrants-not-stressing-covid19-resources/	2020-12-02	Dr Hinds: Illegal migrants not stressing covid19 resources	None 
AG: Ruling in migrant case helps state uphold law - Trinidad Guardian	http://www.guardian.co.tt/news/ag-ruling-in-migrant-case-helps-state-uphold-law-6.2.1258005.4255c306ca	2020-12-02	AG: Ruling in migrant case helps state uphold law	Attorney General Faris Al-Rawi says Justice Frank Seepersad's ruling in a case against an 11-year-old Venezuelan girl may be a victory which he takes no pleasure in. However, he said it was important in the context of the state being able to uphold Trinidad and Tobago's laws going forward. The girl, whose mother is also in the country illegally, was part of a group of migrants who returned to T&T last week after initially being deported days before and is currently in quarantine at the Chaguaramas Heliport. 
Activist says gullible migrants being sold 'fake' T&T dream - Trinidad Guardian	http://www.guardian.co.tt/news/activist-says-gullible-migrants-being-sold-fake-tt-dream-6.2.1257992.550a7c1303	2020-12-02	Activist says gullible migrants being sold 'fake' T&T dream	"She said those particularly in rural coastline communities are often targetted and may not have all the qualifications or information to understand the real situation as opposed to what they're being told. She also said large numbers of Venezuelans are giving birth in local hospitals and called for accurate current figures. ""But nobody has yet answered my questions, since the registration of what happens if a father or mother is registered and has children back in Venezuela and if some of those registered may have sent for their children, if the family broke up and they might feel a sense of scrutiny in T&T and want to bring their children one at a time,"" she said. "
Heliport on lockdown as migrant tests positive - Trinidad Guardian	http://www.guardian.co.tt/news/heliport-on-lockdown-as-migrant-tests-positive-6.2.1257982.c87e39b094	2020-12-02	Heliport on lockdown as migrant tests positive	The Chaguaramas Heliport has been closed to visitors after a Venezuelan migrant being housed there tested positive for COVID-19. In a statement yesterday, the T&T Defence Force said on Sunday (November 29), a group of Venezuelan migrants were caught illegally entering the country, detained and taken to the Heliport base. It explained that in keeping with COVID protocols, everyone who was a primary contact of the migrant must now be considered as COVID-positive and will be quarantined for 14 days. 
21 migrants get deportation stays - Trinidad Guardian	http://www.guardian.co.tt/news/21-migrants-get-deportation-stays-6.2.1258426.75290bc25f	2020-12-03	21 migrants get deportation stays	Guardian Media understands that last night, Justice Joan Charles granted orders for four of the migrant children. They were then held in custody at several police stations until their deportation two Sundays ago. The group is also being represented by Nafeesa Mohammed, Dayadai Harripaul and Umesh Maharaj. 
How backing V'zuelan migrants is in our selfish interest - TT Newsday	https://newsday.co.tt/2020/12/03/how-backing-vzuelan-migrants-is-in-our-selfish-interest/	2020-12-03	How backing V'zuelan migrants is in our selfish interest	None 
6-month extension for registered migrants likely - TT Newsday	https://newsday.co.tt/2020/12/06/6-month-extension-for-registered-migrants-likely/	2020-12-06	6-month extension for registered migrants likely	None 
82 women, children at ISIS refugee camps want travel documents to return home - TT Newsday	https://newsday.co.tt/2020/12/09/82-women-children-at-isis-refugee-camps-want-travel-documents-to-return-home/	2020-12-09	82 women, children at ISIS refugee camps want travel documents to return home	None 
LATT and the migration issue - TT Newsday	https://newsday.co.tt/2020/12/10/latt-and-the-migration-issue/	2020-12-10	LATT and the migration issue	None 
Living Water Community gets US funds to support Venezuelan refugees - Trinidad Guardian	http://www.guardian.co.tt/news/living-water-community-gets-us-funds-to-support-venezuelan-refugees-6.2.1261904.7d649f62fd	2020-12-10	Living Water Community gets US funds to support Venezuelan refugees	The Living Water Community (LWC) has received a major boost in its effort to help Venezuelan refugees after being awarded special grant funding from the United States Government. For the second year in a row, the LWC is a recipient of a grant from the Julia Taft Refugee Fund, which provides non-governmental organizations with up to $25,000 USD to quickly meet critical needs in refugee protection and assistance. The Embassy release also noted that the United States has provided nearly $10 million USD to assist Venezuelan refugees and displaced persons, as part of its many areas of cooperation with Trinidad and Tobago. 
Human rights body wants details on Venezuelan refugees - TT Newsday	https://newsday.co.tt/2020/12/11/human-rights-body-wants-details-on-venezuelan-refugees/	2020-12-11	Human rights body wants details on Venezuelan refugees	None 
Venezuelan activist accepts Coast Guard report on weekend drowning of 11 migrants - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-activist-accepts-coast-guard-report-on-weekend-drowning-of-11-migrants-6.2.1263521.d31acd5607	2020-12-14	Venezuelan activist accepts Coast Guard report on weekend drowning of 11 migrants	Venezuelan activist, Ignacio Smith, told CNC3 News that he believes the Coast Guard’s version of events. “We do have a situation where people are trying to leave, probably to re-join their families here in Trinidad, which is why you see children on these vessels,” he explains. “There are many unscrupulous people who will take money from those persons who wish to come, and then they ride on these unsecure and unstable vessels and try to come across through what we call ‘Los Caminos Verdes’, or The Green Passages,” he said. 
Respect our migrant laws - Trinidad Guardian	http://www.guardian.co.tt/opinion/respect-our-migrant-laws-6.2.1263277.cefaf37709	2020-12-14	Respect our migrant laws	Prime Minister Dr Keith Rowley has made it very clear that while T&T has opened its arms more readily than many others, we are not prepared to accept the continued flouting of our laws, more so, when COVID-19 presents its own challenges. The Venezuelan opposition would better serve its nationals by spreading a message against taking such unnecessary and life-threatening risks. Until then we maintain the position that our laws must be fully respected and reject any attempt to lay blame for this unfortunate incident at the feet of our people. 
20 Venezuelan migrants drown: Boat owner arrested - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/20-venezuelan-migrants-drown-boat-owner-arrested/article_b4c77bc4-3e6d-11eb-9017-279bced36c7a.html	2020-12-15	20 Venezuelan migrants drown: Boat owner arrested	According to the Reuters report, Venezuela’s Chief Prosecutor Tarek Saab wrote on Twitter that 56-year-old Luis Martinez had been arrested and the case assigned to prosecutors specialising in human trafficking. Reuters stated the government of President Nicolas Maduro initially said it had found 14 bodies floating off shore from Guiria in the state of Sucre, a frequent departure point for migrants fleeing Venezuela’s economic crisis to Trinidad and Tobago. These persons have not been seen or heard from since that day. 
Venezuelan migrant believes wife, son among 23 drowned in attempt to reach Trinidad - TT Newsday	https://newsday.co.tt/2020/12/16/venezuelan-migrant-believes-wife-son-among-23-drowned-in-attempt-to-reach-trinidad/	2020-12-16	Venezuelan migrant believes wife, son among 23 drowned in attempt to reach Trinidad	None 
Prime Minister defends migration policy: Trinidad and Tobago comes first - TT Newsday	https://newsday.co.tt/2020/12/17/prime-minister-defends-migration-policy-trinidad-and-tobago-comes-first/	2020-12-17	Prime Minister defends migration policy: Trinidad and Tobago comes first	None 
T&T not involved in migrant drowning - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/t-t-not-involved-in-migrant-drowning/article_1202147c-40c9-11eb-8e79-e3d749cbf35f.html	2020-12-17	T&T not involved in migrant drowning	He said preliminary information indicated that a vessel had departed Guiria on December 6 with more than 20 persons in board. He said Trinidad and Tobago did not intercept any vessels coming from Guiria on December 6 or anytime thereafter, adding that the Coast Guard dispatched assets to help search for bodies. He said another reality affecting T&T is the “flagrant disregard” of the borders by drug and gun runners, human traffickers and others linked to organised crime in South America. 
