title	link	source	date	title_corrected	migracion
Barbados, Dominica get Covishield, Jaishankar says consolidating Carib connect - Mint	https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy93b3JsZC9iYXJiYWRvcy1kb21pbmljYS1nZXQtY292aXNoaWVsZC1qYWlzaGFua2FyLXNheXMtY29uc29saWRhdGluZy1jYXJpYi1jb25uZWN0LTExNjEyOTMyNTg3Mjk5Lmh0bWzSAYgBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL25ld3Mvd29ybGQvYmFyYmFkb3MtZG9taW5pY2EtZ2V0LWNvdmlzaGllbGQtamFpc2hhbmthci1zYXlzLWNvbnNvbGlkYXRpbmctY2FyaWItY29ubmVjdC9hbXAtMTE2MTI5MzI1ODcyOTkuaHRtbA?oc=5	Mint	2021-02-10	Barbados, Dominica get Covishield, Jaishankar says consolidating Carib connect	0
Simon Cowell's go-to £20million Barbados home will leave you speechless - and Elton John has also visited - HELLO!	https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmhlbGxvbWFnYXppbmUuY29tL2hvbWVzL2dhbGxlcnkvMjAyMTAyMTYxMDY5NjIvc2ltb24tY293ZWxsLWJhcmJhZG9zLWhvbWUtaW5zaWRlLXBob3Rvcy8xL9IBcWh0dHBzOi8vd3d3LmhlbGxvbWFnYXppbmUuY29tL2hvbWVzL2dhbGxlcnkvMjAyMTAyMTYxMDY5NjIvc2ltb24tY293ZWxsLWJhcmJhZG9zLWhvbWUtaW5zaWRlLXBob3Rvcy8xLz92aWV3YXM9YW1w?oc=5	HELLO!	2021-02-16	Simon Cowell's go-to £20million Barbados home will leave you speechlessand Elton John has also visited	0
Caribbean investor WREL raises bond funds for solar in Barbados - Renewables Now	https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vcmVuZXdhYmxlc25vdy5jb20vbmV3cy9jYXJpYmJlYW4taW52ZXN0b3Itd3JlbC1yYWlzZXMtYm9uZC1mdW5kcy1mb3Itc29sYXItaW4tYmFyYmFkb3MtNzM2MDk4L9IBAA?oc=5	Renewables Now	2021-03-29	Caribbean investor WREL raises bond funds for solar in Barbados	0
Guilty pleas for shooting that left Calgarian paralyzed in Barbados - CTV Toronto	https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vY2FsZ2FyeS5jdHZuZXdzLmNhL2d1aWx0eS1wbGVhcy1mb3Itc2hvb3RpbmctdGhhdC1sZWZ0LWNhbGdhcmlhbi1wYXJhbHl6ZWQtaW4tYmFyYmFkb3MtMS41MzY4NTU40gEA?oc=5	CTV Toronto	2021-03-30	Guilty pleas for shooting that left Calgarian paralyzed in Barbados	0
Roach departs Barbados Tourism Marketing after two decades - Breaking Travel News	https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmJyZWFraW5ndHJhdmVsbmV3cy5jb20vbmV3cy9hcnRpY2xlL3JvYWNoLWRlcGFydHMtYmFyYmFkb3MtdG91cmlzbS1tYXJrZXRpbmctYWZ0ZXItdHdvLWRlY2FkZXMv0gEA?oc=5	Breaking Travel News	2021-04-09	Roach departs Barbados Tourism Marketing after two decades	0
Apes Hill revival emphasises beauty of Barbados - Golf Course Architecture	https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LmdvbGZjb3Vyc2VhcmNoaXRlY3R1cmUubmV0L2NvbnRlbnQvYXBlcy1oaWxsLXJldml2YWwtZW1waGFzaXNlcy1iZWF1dHktb2YtYmFyYmFkb3PSAQA?oc=5	Golf Course Architecture	2021-04-16	Apes Hill revival emphasises beauty of Barbados	0
Bringing Barbados to the UK >> Scuttlebutt Sailing News - Scuttlebutt Sailing News	https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LnNhaWxpbmdzY3V0dGxlYnV0dC5jb20vMjAyMS8wNC8yMC9icmluZ2luZy1iYXJiYWRvcy10by10aGUtdWsv0gEA?oc=5	Scuttlebutt Sailing News	2021-04-20	Bringing Barbados to the UK >> 	0
Island Growers Barbados phase 1 greenhouse completed (hortidaily.com) - hortidaily.com	https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmhvcnRpZGFpbHkuY29tL2FydGljbGUvOTMxNTQyMC9pc2xhbmQtZ3Jvd2Vycy1iYXJiYWRvcy1waGFzZS0xLWdyZWVuaG91c2UtY29tcGxldGVkL9IBAA?oc=5	hortidaily.com	2021-04-27	Island Growers Barbados phase 1 greenhouse completed ()	0
Why Barbados is better off the beaten track - Evening Standard	https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LnN0YW5kYXJkLmNvLnVrL2VzY2FwaXN0L3RyYXZlbC93aGF0LXRvLWRvLWluLWJhcmJhZG9zLXdoZXJlLXRvLXN0YXktaG9saWRheXMtZ3VpZGUtYTM3MzQ3MDYuaHRtbNIBcGh0dHBzOi8vd3d3LnN0YW5kYXJkLmNvLnVrL2VzY2FwaXN0L3RyYXZlbC93aGF0LXRvLWRvLWluLWJhcmJhZG9zLXdoZXJlLXRvLXN0YXktaG9saWRheXMtZ3VpZGUtYTM3MzQ3MDYuaHRtbD9hbXA?oc=5	Evening Standard	2021-05-07	Why Barbados is better off the beaten track	0
Sandals Barbados and Sandals Royal Barbados are reopening - Travel Weekly	https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LnRyYXZlbHdlZWtseS5jb20vQ2FyaWJiZWFuLVRyYXZlbC9TYW5kYWxzLXRvLW9wZW4taXRzLUJhcmJhZG9zLXJlc29ydHMtTWF5LTE00gEA?oc=5	Travel Weekly	2021-05-10	Sandals Barbados and Sandals Royal Barbados are reopening	0
Norwich to Barbados & Trinidad and Tobago flights announced - Eastern Daily Press	https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmVkcDI0LmNvLnVrL25ld3MvYnVzaW5lc3Mvbm9yd2ljaC1haXBvcnQtZmxpZ2h0cy1iYXJiYWRvcy10cmluaWRhZC10b2JhZ28tODAyMTU5ONIBAA?oc=5	Eastern Daily Press	2021-06-02	Norwich to Barbados & Trinidad and Tobago flights announced	0
Hurricane Elsa cuts power, batters homes in Barbados - Reuters	https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2Vudmlyb25tZW50L2Vsc2Etc3RyZW5ndGhlbnMtaW50by1odXJyaWNhbmUtbmVhci1iYXJiYWRvcy11cy1uaGMtMjAyMS0wNy0wMi_SAQA?oc=5	Reuters	2021-07-03	Hurricane Elsa cuts power, batters homes in Barbados	0
HBCU alumna to run for Barbados in Tokyo Olympics - HBCU Gameday	https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vaGJjdWdhbWVkYXkuY29tLzIwMjEvMDcvMDgvaGJjdS1hbHVtbmEtdG8tcnVuLWZvci1iYXJiYWRvcy1pbi10b2t5by1vbHltcGljcy_SAQA?oc=5	HBCU Gameday	2021-07-08	HBCU alumna to run for Barbados in Tokyo Olympics	0
Secrets of rebel slaves in Barbados will finally be revealed - The Guardian	https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIxL2p1bC8xOC9zZWNyZXRzLW9mLXJlYmVsLXNsYXZlcy1pbi1iYXJiYWRvcy13aWxsLWZpbmFsbHktYmUtcmV2ZWFsZWTSAWpodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vd29ybGQvMjAyMS9qdWwvMTgvc2VjcmV0cy1vZi1yZWJlbC1zbGF2ZXMtaW4tYmFyYmFkb3Mtd2lsbC1maW5hbGx5LWJlLXJldmVhbGVk?oc=5	The Guardian	2021-07-18	Secrets of rebel slaves in Barbados will finally be revealed	0
Nigeria, Barbados to strengthen bilateral ties | The Guardian Nigeria News - Nigeria and World News — Business — The Guardian Nigeria News – Nigeria and World News - Guardian	https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vZ3VhcmRpYW4ubmcvYnVzaW5lc3Mtc2VydmljZXMvYnVzaW5lc3MvbmlnZXJpYS1iYXJiYWRvcy10by1zdHJlbmd0aGVuLWJpbGF0ZXJhbC10aWVzL9IBAA?oc=5	Guardian	2021-07-21	Nigeria, Barbados to strengthen bilateral tiesThe  Nigeria NewsNigeria and World News — Business — The  Nigeria News – Nigeria and World News	0
Pitch in Barbados absolutely ridiculous, unacceptable for international cricket: Pollard - ANI News	https://news.google.com/__i/rss/rd/articles/CBMijwFodHRwczovL3d3dy5hbmluZXdzLmluL25ld3Mvc3BvcnRzL2NyaWNrZXQvcGl0Y2gtaW4tYmFyYmFkb3MtYWJzb2x1dGVseS1yaWRpY3Vsb3VzLXVuYWNjZXB0YWJsZS1mb3ItaW50ZXJuYXRpb25hbC1jcmlja2V0LXBvbGxhcmQyMDIxMDcyNzEzNTkyMdIBlQFodHRwczovL3d3dy5hbmluZXdzLmluL25ld3Mvc3BvcnRzL2NyaWNrZXQvcGl0Y2gtaW4tYmFyYmFkb3MtYWJzb2x1dGVseS1yaWRpY3Vsb3VzLXVuYWNjZXB0YWJsZS1mb3ItaW50ZXJuYXRpb25hbC1jcmlja2V0LXBvbGxhcmQyMDIxMDcyNzEzNTkyMT9hbXA9MQ?oc=5	ANI News	2021-07-27	Pitch in Barbados absolutely ridiculous, unacceptable for international cricket: Pollard	0
Rajasthan Royals owners acquire Barbados franchise, becomes third IPL brand to have presence in CPL - Hindustan Times	https://news.google.com/__i/rss/rd/articles/CBMingFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY3JpY2tldC9yYWphc3RoYW4tcm95YWxzLW93bmVycy1hY3F1aXJlLWJhcmJhZG9zLWZyYW5jaGlzZS1iZWNvbWVzLXRoaXJkLWlwbC1icmFuZC10by1oYXZlLXByZXNlbmNlLWluLWNwbC0xMDE2Mjc2NTIxOTEwMTcuaHRtbNIBogFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY3JpY2tldC9yYWphc3RoYW4tcm95YWxzLW93bmVycy1hY3F1aXJlLWJhcmJhZG9zLWZyYW5jaGlzZS1iZWNvbWVzLXRoaXJkLWlwbC1icmFuZC10by1oYXZlLXByZXNlbmNlLWluLWNwbC0xMDE2Mjc2NTIxOTEwMTctYW1wLmh0bWw?oc=5	Hindustan Times	2021-07-30	Rajasthan Royals owners acquire Barbados franchise, becomes third IPL brand to have presence in CPL	0
Barbados welcomes first Starbucks - Fast Casual	https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vd3d3LmZhc3RjYXN1YWwuY29tL25ld3MvYmFyYmFkb3Mtd2VsY29tZXMtZmlyc3Qtc3RhcmJ1Y2tzL9IBAA?oc=5	Fast Casual	2021-08-02	Barbados welcomes first Starbucks	0
Williams breaks Barbados 400m national record but misses out on final - sportsmax.tv	https://news.google.com/__i/rss/rd/articles/CBMikQFodHRwczovL3d3dy5zcG9ydHNtYXgudHYvaW5kZXgucGhwL2F0aGxldGljcy9hdGhsZXRpY3MtaW50ZXJuYXRpb25hbC9pdGVtLzg1ODEyLXNhZGEtYnJlYWtzLWJhcmJhZG9zLTQwMG0tbmF0aW9uYWwtcmVjb3JkLWJ1dC1taXNzZXMtb3V0LW9uLWZpbmFs0gEA?oc=5	sportsmax.tv	2021-08-04	Williams breaks Barbados 400m national record but misses out on final	0
Reconnecting with the beach in Barbados - TT Newsday - TT Newsday	https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vbmV3c2RheS5jby50dC8yMDIxLzA4LzA1L3JlY29ubmVjdGluZy13aXRoLXRoZS1iZWFjaC1pbi1iYXJiYWRvcy_SAQA?oc=5	TT Newsday	2021-08-05	Reconnecting with the beach in Barbados	0
Virgin Atlantic launches direct flights from Edinburgh to Barbados - BBC News	https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLXNjb3RsYW5kLWVkaW5idXJnaC1lYXN0LWZpZmUtNTgxNDcxMzjSAUdodHRwczovL3d3dy5iYmMuY28udWsvbmV3cy91ay1zY290bGFuZC1lZGluYnVyZ2gtZWFzdC1maWZlLTU4MTQ3MTM4LmFtcA?oc=5	BBC News	2021-08-11	Virgin Atlantic launches direct flights from Edinburgh to Barbados	0
Barbados Is Getting New Flights from Scotland Caribbean Journal - Caribbean Journal	https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNhcmliam91cm5hbC5jb20vMjAyMS8wOC8xMy9iYXJiYWRvcy1zY290bGFuZC1mbGlnaHRzLW5ldy1kZWNlbWJlci_SAQA?oc=5	Caribbean Journal	2021-08-13	Barbados Is Getting New Flights from Scotland 	0
Barbados to represent West Indies at 2022 Birmingham Commonwealth Games - ESPNcricinfo	https://news.google.com/__i/rss/rd/articles/CBMieGh0dHBzOi8vd3d3LmVzcG5jcmljaW5mby5jb20vc3RvcnkvYmFyYmFkb3Mtd29tZW4tdG8tcmVwcmVzZW50LXdlc3QtaW5kaWVzLWF0LTIwMjItYmlybWluZ2hhbS1jb21tb253ZWFsdGgtZ2FtZXMtMTI3MzMzNtIBhQFodHRwczovL3d3dy5lc3BuY3JpY2luZm8uY29tL3N0b3J5L2JhcmJhZG9zLXdvbWVuLXRvLXJlcHJlc2VudC13ZXN0LWluZGllcy1hdC0yMDIyLWJpcm1pbmdoYW0tY29tbW9ud2VhbHRoLWdhbWVzLTEyNzMzMzY_cGxhdGZvcm09YW1w?oc=5	ESPNcricinfo	2021-08-14	Barbados to represent West Indies at 2022 Birmingham Commonwealth Games	0
Wowcher’s £99 Mystery Holiday is back & you could end up in Barbados or Thailand... - The Sun	https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LnRoZS1zdW4uY29tL3RyYXZlbC8xMjMxNjM4L215c3RlcnktaG9saWRheS13b3djaGVyLWJhcmJhZG9zL9IBTGh0dHBzOi8vd3d3LnRoZS1zdW4uY29tL3RyYXZlbC8xMjMxNjM4L215c3RlcnktaG9saWRheS13b3djaGVyLWJhcmJhZG9zL2FtcC8?oc=5	The Sun	2021-08-16	Wowcher’s £99 Mystery Holiday is back & you could end up in Barbados or Thailand...	0
Businessman Elias Haloute passes away – NationNews Barbados — nationnews.com - Nation News	https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3Lm5hdGlvbm5ld3MuY29tLzIwMjEvMDgvMTYvYnVzaW5lc3NtYW4tZWxpYXMtaGFsb3V0ZS1wYXNzZXMtYXdheS_SAQA?oc=5	Nation News	2021-08-16	Businessman Elias Haloute passes away – NationNews Barbados — nationnews.com	0
Barbados Flame Gospel Awards - MENAFN.COM	https://news.google.com/__i/rss/rd/articles/CBMiOmh0dHBzOi8vbWVuYWZuLmNvbS8xMTAyNjMyOTE4L0JhcmJhZG9zLUZsYW1lLUdvc3BlbC1Bd2FyZHPSAQA?oc=5	MENAFN.COM	2021-08-17	Barbados Flame Gospel Awards	0
