	id_t	tweet	topic
23	1225865593968087046	Trump ordena no separar a padres e hijos que tratan de entrar a USA x la frontera mexicana.  Pregunta: si estamos en contra de la entrada sin control de venezolanos a Ecuador, ¿xq a algunos les parece bien la entrada sin control de mexicanos a USA?   https://t.co/1imdBWJTQP	politica
24	1143890638842290179	Acabo de ver una de las situaciones de las que me avergüenzan mucho mis compatriotas Chilenxs: Vi como una persona mayor trataba muy mal a una mujer inmigrante diciéndome barbaridades como aprende a ser chilena, ándate a parir a tu país etc. No pude evitar párale los carros	denun
25	1107636463854858240	Conversamos con @labracinskas directora de @MujerySaludUru sobre la situación de las mujeres migrantes en Uruguay que no pueden acceder a la interrupción voluntaria del embarazo (IVE) si no tienen un año de residencia  https://t.co/CxrpEEX1cJ	politica
26	1079925067868504066	@rebelscreen1989 @Magaly89500286 @Angelic13893570 @mbachelet A nosotros los chilenos se nos olvida que para la dictadura fuimos inmigrantes en muchos países y nos acogieron bien, bueno hoy nos toca devolver la mano, como tan inhumanos.	causas
27	1079943968689999872	Malditos Chávez y maduro. Años lejos de mis afectos olores colores, sabor es. Duele mucho ser inmigrantes. Calarse discriminación y xenofobia. Dejar recuerdos y memorias atrás Hijos de puta! Mil veces maldito Tienen que paga tanto sufrimiento	denun
28	1079947457834901505	@RicardoLagos @sebastianpinera El famoso pacto migratorio no contiene ninguna obligación para los migrantes,sólo que muchos derechos. Así como ud privatizó medio chile. El presidente tiene todo el derecho a no firmar.	politica
29	1080535477789315073	Manualito para entender la -estupidez- xenofobia contra los venezolanos -  https://t.co/ayLhlLBsL3	denun
30	1080628044438663169	Llegó el 2019 y: El Sename sigue igual Terrorismo en La Araucanía sigue igual Falsos exonerados siguen lucrando de mis impuestos Comunistas siguen sembrando odio fraticida Asesinos confesos siguen en el congreso, al igual que locos y drogadictos Hordas inmigrantes delincuentes	crimen
31	1080993488982994944	"CANTINFLAS CRUZANDO LA FRONTERA DE LOS #USA ""SIN EL MURO""  https://t.co/Cbl5HGQpQo @chamberohoy @Gg_2014Sandra @stormcaptain @ReinaRadial @CarlosO28859673 @freddyespinosa3"	otro
32	1081151701732724736	@maclorena Según los periodistas como vos Trump ya debería haber iniciado la tercera guerra mundial y mandado a fusilar a todo inmigrante ilegal que camina por la calle, ahora viene Bolsonaro a hacer lo mismo. Lorena, vos y tus colegas nos quisieron enchufar un muerto, de eso no se vuelve.	politica
33	1081204947285364736	@Dianasemi ¿Migración venezolana? Ah verdad, es que lo venezolanos traen los mosquitos en taper.... /s	otro
34	1081402616423288832	@perrito_sabio @belmarga24 @crisgarciat @lopezobrador_ Que bueno que entiendas eso, por que me imagino que entonces entiendes al presidente Trump por la construcción del muro, él está harto de que sea Estados Unidos quien se haga cargo de los problemas de Mexico. En unos añitos los veremos saltando el muro jejeje	politica
35	1081405613521944577	@jpreyes03 @octavoarcangel @JAntonioOcampoO No quiere enviar dinero, quiere que se invierta dinero en Centroamérica para evitar el problema de los migrantes. Y ese dinero no lo pone México, lo va a invertir EU	politica
36	1081415185162797056	@RubenAguilar Jaja todos vs Venezuela y los Latinos  del sur se han pronunciado vs Trump por la construcción del Muro.???	politica
37	1081572248832671746	@tigre07j @piporro77 @DeniseDresserG Ese es es un asunto de México, porque están aquí. Por eso su idea de apoyar el crecimiento de Centroamérica, para que no haya migración. No ponerse a pelear porque los dejan migrar.	politica
38	1081572954679451648	@ErikHaindl @raul49544530 En consecuencia la inmigración descontrolada incrementa la desempleo de los chilenos y será aún peor en los próximos años	empleo
39	1081786985436581888	@carlosbravoreg @pedrokanche Un km de vía NO sacrifica 500 árboles a menos que los árboles sepan crecer sobre el balastro que cubre las vías. Otra cosa que le preocupa es la migración de tabasqueños y chiapanecos. Xenofobia.	denun
40	1082020072925941766	@Politica_LR @larepublica_pe Y hablando de corrupción, qué se siente violar el art. 325 del C.P. al firmar el Pacto Migratorio d la ONU a espaldas del pueblo y usando de cortina el referendum? Con qué plata va a cubrir esos futuros gastos? Será q sobra la plata? Y si es tan bueno el pacto por qué esconderlo?	politica
41	1082072976474996736	@luchoaviles2 Meter 200.000 parásitos al servicio público y traer casi 1 millón de inmigrantes en su periodo es todo un éxito. No hay economía que aguante estupidez de su inepta presidente	politica
42	1082278456384204800	@A3Noticias De donde son? Cuales son sus caras!! La oleada de violaciones por parte de inmigrantes no aparece en los medios de comunicación y violan a niñas!! La última de 14 años	crimen
43	1082344613153783808	@CARLOSFMEJIA ¿A usted se le olvida los miles de colombianos que tuvieron que huir hacia Venezuela, cuando el auge de los paramilitares en el gobierno Uribe los desplazo como ratas?...cinico, hipocrita y desvergonzado!!	causas
44	1082397316164792320	"@ActualidadRT Eso que se lo diga a Trump, a su ""border patrol"", su nacionalismo y su deshumanizado trato a los migrantes, asesinatos, abusos, invasiones a otros países, al racismo contra los palestinos..."	denun
45	1082675730927026176	"@CarlosBasombrio La inmigración masiva de ciudadanos venezolanos a otros países ha hecho que la política aplicada por Maduro se ""inmiscuya"" en asuntos internos de los países de la región."	otro
46	1082720619911962625	🚫MITO - Las madres inmigrantes abandonan a sus hijos e hijas.  👩🏽REALIDAD - Las #mujeres #migrantes buscan mejores condiciones, empleo, huir de la pobreza o la violencia. Si no llevan a sus hijos continúan siendo su principal sostén.  #YoNoDiscrimino a las mujeres migrantes  https://t.co/SnivQqbdUE	causas
47	1082762995602731008	Dicen que hay 52.000 inmigrantes ilegales en Andalucía ¿Qué tal reforzar la inspección de trabajo y que se le caiga el pelo a quién abuse de la precaria situación de esas personas? ¿Eso no lo proponen, verdad?	empleo
48	1082816898167762944	Cuando no se puede ser más de libro y frente a la crisis el problema son los inmigrantes: la ministra de Seguridad dijo que hubo un “importante” aumento de extranjeros en las cárceles pero el número de detenidos que no son argentinos se mantiene constante desde 2002 (según P12)	crimen
49	1082832733766852609	@UniNoticias Si es inefectivo el muro viva cerca a la frontera	politica
50	1082996853396959232	@AleXCambiemos @MANUELARIJON1 Mientras nos distraemos y el gobierno mira para otro lado, nos estamos llenando de inmigrantes. La costa de río Río Negro está llena de colombianos y venezolanos. Existe la Direccion General de Migraciones? O existe orden de no molestarlos?	politica
51	1083062376029663233	@palidofuego111 Nunca he escuchado eso, pero si “los venezolanos son rateros, los colombianos marcas y los argentinos son unos creídos”. La xenofobia es un problema mucho más grande.	denun
52	1083173379803361280	@cnn entrevista de inmigrantes, la periodista quiere que los inmigrantes hablen mal del gobierno y no les resulta, jajaja	otro
53	1083227169785085954	Y menos si los venecos se vienen pa Colombia   !   ...	otro
54	1083305760040382464	@elconfidencial Bienvenidos los extranjeros que entran legalmente y vienen a trabajar y cotizar. Los ilegales y los que vienen por las ayudas y a delinquir, expulsión inmediata y de vuelta al sitio del que vinieron.	crimen
55	1083333465955815424	Enero de 2019. Nada cambió, el trabajo clandestino de los inmigrantes sigue molestando el transito peatonal. El gobierno de la ciudad.....bien, gracias.  https://t.co/YmvbRnbawr	empleo
56	1083385968491675658	@elmundoes De un padre descendiente de inmigrantes animales solo se puede esperar un hijo animal.	otro
57	1083522422463176705	@neljulger @abc_mundo -Deberían cerrar la frontera y prohibir que esa cuerda narco-paracos contaminen nuestra Patria! FUERA, COLOMBIANOS FORAGIDOS, ASESINOS!	crimen
58	1084120821948444672	Una compañera del colegio se va a casar con un tipo que escribe cosas súper agresivas sobre los inmigrantes en #Facebook. Ah... por cierto, el es canadiense y ella es peruana.	denun
59	1084129787881418757	#EduardoArtes trata a una mujer de gorda, le dice a los inmigrantes que no tienen derechos en Chile y les dice que son unos gusanos por irse del pais... Cual era la diferencia con JAK?	denun
60	1084224022898864128	"@Fabian_Med Las medidas son enviarles más inmigrantes que huyan de sus desastre de gobierno corrupto y criminal!! o lo reconocen como gobierno ""legitimo"" o les pone 200,000 venezolanos más en la frontera para que le hagan el trabajo que esa lacra debería de hacer por su maltrecho pais!"	causas
61	1084907399268483078	¿será que informo sobre los niños migrantes fallecidos? ¿sobre el retroceso en el Índice de Desarrollo Humano? ¿sobre las estadísticas de femicidios? ¿sobre su irrespeto a la ley y @CC_Guatemala? ¿sobre el NO aumento al salario mínimo? Te lo recordamos mentiroso @jimmymoralesgt  https://t.co/Jvhe4xJtMI	otro
62	1085102697068539905	Bienvenida #MalditaMigracion ¡Nos hacías falta! @m_migracion	otro
63	1085131526713466881	@CiroGomezL Cárcel a todo ladrón, desvergonzados indios, entre éllos, migrantes mal agradecidos... Imagen triste, gobierno y empresas, se requiere apliquen Ley, simplemente !!!!!!!!!!!!!!!!!!!!!!!!!!!	crimen
64	1085241941913157632	Si hay ya un CONPES y ayuda en billete de USA y de la UE, directamente para la migración de los venezolanos, por qué en la capital de Colombia, Bogotá, no hay ya  una política clara para ayudar a los venezolanos??	politica
65	1085713608896663552	YA BASTA DE ABSURDA Y DEMAGOGA Política Migratoria, auspiciada por el DESGOBIERNO!	politica
66	1085822486485188608	Esto es lo que piensan los niños mexicanos de la caravana de migrantes que va hacia USA. Y si aprendemos un poquito de ellos?	otro
67	1085921238881579021	@lacuarta No les queda de otra a los actores ahora, muchos pensarán en ingresar a un reality,la tecnología,la edad y los migrantes han hecho que no podamos tener trabajos muchos chilenos....	empleo
68	1086053347541610496	@mariarg333 @marigerg333 no las confundo. Quiero decir que la migración forzada de venezolanos que huyen del hambre y la persecución la responsabilidad recae en los mismos que promueven la caravana centroamericana es decir la tiranía cubana como centro.	causas
69	1086140214236663814	@LavinJoaquin alcalde, hagalo directo, si alguno es inmigrante, asegurese q sea deportado, gracias x la info	politica
70	1086382005846183936	@lagosweber Parece que pierde Plata con la inmigración. No se cual es el problema que se regule y se pidan ciertos requisitos para ingresar al país. El lenguaje de odio lo invent ud.	politica
71	1086423332612988928	Cerrarla definitivamente , investigar quienes son ilegales y también quienes, que residen en Cúcuta están cobrando los bonos y tienen Carnet de la Patria, los ilegales deportarlos y prohibir la entrada a más colombianos. Venezuela no debe mantenerlos.	politica
72	1086438537505820672	@AlfredoAlvarezz Seguimos siendo un país sin ley ni orden. Los inmigrantes retan a autoridades mexicanas y la autoridad nomas levanta los hombros...	crimen
73	1086587949104414720	Súper interesante esta política de Etiopía. Mientras en Chile siguen quejándose que los migrantes llegan a robar y a transmitir enfermedades. Africa es más evolucionada que nosotros, compatriotas.	crimen
74	1086604118628749314	"@KarolCariola @sebastianpinera  https://t.co/KZDkTLyfKz cierran las puertas ""a machote"" a los delincuentes y narco inmigrantes. No andes defendiento a lacras, si todavia te queda algo de inteligencia."	crimen
75	1086631434679390208	@maurompm @varocastaedo @luchoparot @cbellolio Hablas de lo que ves en los matinales, la gran mayoría de inmigrantes pobres viene de Haití, y llegan en avión, ellos no entran de manera ilegal : sólo racismo de parte tuya, no quieren que entren solo por su origen	denun
76	1086709855673634816	@eldiarioes @inigoaduriz Paga a hacienda, vuelve a Peru, y no regreses, a tus compis de partido no les gustan los inmigrantes, a mi me da igual de donde seas, no me gustas tu.	otro
77	1087047181163548672	será q Donald Trump tiene una empresa q hará la construcción del Muro? El q más tiene más quiere.	politica
78	1087071105637117957	Si un canal como @LaTeleTuya hace una campaña, duden de ella... un medio que nació entre dinero dudoso nunca tiene buenas intenciones: ese chovinismo para señalar a Díaz es para reforzar la matriz de opinión gubernamental de xenofobia en Latinoamérica en contra de venezolanos.	denun
79	1087076664616669186	Lucho Vivanco no es de mi agrado, pero en este tuit tiene toda la razón!  Ese sentimiento anti inmigrante, xenofobo les terminará dando la “brillante”idea de construir un muro en la frontera! Recuerden que tenemos más de 2 millones de ecuatorianos en el mundo que son migrantes!	denun
80	1087081041125408770	@pafugo @RadioValparaiso Esto no es xenofobia . Solo requiere que el que quiera emigrar a Chile lo@solicite fuera de Chile. No nos egañen entrando de turistas cuando quieren inmigrar. Esto se aplica en casi todos los paises desarrollados que atraen inmigración.	politica
81	1087082852649451523	@mluciaramirez @PoliciaColombia @ViceColombia @IvanDuque @infopresidencia Y cual fue el motivo de No Apoyar a los Estudiantes de Colombia y si a los Venecos?	servpub
82	1087097763572129796	@latercera Chile no puede ni debe recibir inmigrantes en condiciones indignas, la economía es una farsa y es muy precaria, 1.- No le da trabajo a toda la población activa, 2.- los sueldos son precarios no alcanzan para subsistir, 3.- Casi no quedan actividades productivas, salvo la minería?	empleo
83	1087100270654513152	@PoliciaEcuador La @PoliciaEcuador debe garantizar primeramente la vida y los DD. HH de las víctimas por cualquier medio. En Vzla hay casos como estos bien  documentados en videos. No permitan que delincuentes vzlanos que huyen del país y camuflados entre los honestos migrantes azoten su país.!!	politica
84	1087133301205331968	@elsextocrudo @luisevivanco @NicolasMaduro Cada vez la sociedad está peor, no todos los venezolanos son iguales. Y los que están en el video caen tan bajo por xenofobia. Se convierten en lo que quieren destruir.	denun
85	1087148445037719553	@T13  puros extranjeros,no nos sobra con los delincuentes nacionales que además los importamos,basta de de la estupidez de la migración,que hace bien,si filtramos ni la mitad de las personas que vienen son honestas,veo noticias,asesinatos cuerpos en la calle ya no sorprende nada.	crimen
86	1087160143874277382	@LassoGuillermo @Lenin Xenofobia? El pretender regularizar aunque tarde a los migrantes Venezolanos es para éste señor Xenofobia, acaso no entiende q con el ingreso irregular y masivo q vinieron al país están personas indeseables andando libremente, si con Lenin estamos mal con ud ni imaginarse... 😴	politica
87	1087167406638800896	Desde Avanzamos rechazamos contundentemente la ola de xenofobia contra los venezolanos que se lleva acabo en este memento desde ciudades en la República de Ecuador, pedimos respeto a la integridad física y moral de nuestros hermanos que han huido de la crisis! Respeto por favor!	denun
88	1087171705095839744	Lo que le suceda a cualquier Venezolano en el exterior es tu responsabilidad. En lugar de remediar la situación en tu país sólo lo has convertido en un infierno, promoviendo el horror y la persecución. Eres un pdte que promueve la xenofobia @Lenin  https://t.co/YazHXzJoVZ	denun
89	1087194107674615808	Qué lamentable lo que está sucediendo en Ecuador... Qué triste que venezolanos trabajadores y buenos sean víctimas de la xenofobia por un crímen del cual no son culpables.	denun
90	1087201251291320320	@Pelabolica @nitanflaco Ni verga, por eso es que Trump nos va a invadir y en vez de hacer el muro en la frontera con México lo va a hacer en el Zulia pa que no andemos jodiendo por ahí.	politica
91	1087203026916519936	Es inaceptable qué la obra de un criminal produzca tal xenofobia, no hablo como venezolano, si no como ser humano. Es injusto que gente trabajadora que escapó de este maldito gobierno con el único objetivo de darle de comer a su familia, pague por el acto de un delincuente.	denun
92	1087204132937711616	Que locura es esta Presidente @Lenin Venezuela en su tiempo, recibió con brazos abiertos a miles de extranjeros, entre ellos,  ecuatorianos. Su xenofobia o discriminación, es cruel e inhumana con mis hermanos venezolanos inocentes y buenas personas. Lamento  muerte de Diana.	denun
93	1087204865661722624	"¡Esto no soluciona nada maldición!😡 ¡Esto es un problema del sistema! Presidente @Lenin lo único que hace con estas ""medidas"" es fomentar la xenofobia. Solo hay que regresar a ver a lo que está ocurriendo en #Ibarra con todos los ataques a #venezolanos. #femicidio #Ecuador"	denun
94	1087205994986422273	Repulsiva medida ha tomado presidente Lenín Moreno. Usted que se jacta de ser de izquierda y humanista, desata una persecución contra miles de migrantes que solo desean vivir...  El peor acto de xenofobia es el que viene desde arriba, desde el propio Ejecutivo.	denun
95	1087206386067533824	Los primeros responsables de que le esté sucediendo esto a los venezolanos inmigrantes son ustedes, cuerdas de miserables.	otro
96	1087211849114882049	@HerediaCarla @NEORAM27 @Lenin Creanme estoy que lloro de la tristeza y de la arrechera, y lo ironico que el gobierno de ecuador era complice del gobierno Vnzlano hasta que la migracion se volvio un problema y de mi pais han sido obligados a salir personas con estudios y sin estudios, porq no se puede vivir.	causas
97	1087244966148087810	Cuando cambie la situación en Venezuela no habrá de otra que aplicar las misma políticas que aplicaron otros países con nosotros, permisos especiales de permanencia en Venezuela, etc. Para Ecuatorianos, Peruanos y Colombianos.	politica
98	1087245073065103360	#Venezolanos que Dios les ayude y de fuerza en este momento tan duro que les ha tocado producto de la xenofobia. Que Dios tenga misericordia, especialmente a los que se encuentran en el #Ecuador  TRISTE Y LAMENTABLE LO QUE ESTÁN HACIENDO	denun
99	1087264723874312192	UNA ACCIÓN VANDÁLICA DE XENOFOBIA  PROMOVIDA POR EL PRESIDENTE  LENIN MORENO RESPONSABLE DE ESTOS ACTOS , JULIO BORGES, Y TODO LA OPOSICIÓN VENEZOLANA, SABREMOAS RESPONDER A TODA REALIDAD #VenezuelaEsChavista  #VenezuelaEstaEnPaz	denun
100	1087279656464797699	@Lenin es responsable de la xenofobia hacia los venezolanos. En Venezuela jamás se trató así a un ecuatoriano y también tuvimos casos de delincuentes en Vzla de sus coterraneos	denun
101	1087302873707360256	@Lenin Presidente @Lenin Detenga la casería de bruja que hay en su país en contra de mis paisanos. Los Venezolanos de  bien que somos más, repudiamos y lamentamos lo ocurrido en Ibarra. NO A LA XENOFOBIA.	denun
102	1087303124103114757	Los países tales como Colombia, Ecuador, Bolivia y Perú rechazan a los venezolanos, pero muchos de ustedes han sido recibidos aquí. NO A LA XENOFOBIA	denun
103	1087306416090767360	Hoy somos tratados TODOS los venezolanos como delincuentes, como personas despreciables sin antes detenerse y ver la historia de sur América, sin antes ver la historia de cada inmigrante venezolano. Repito es lamentable la conducta de muchos ecuatorianos empezando por	denun
104	1087322798647898113	@Dayanakrays @MashiRafael Totalmente de acuerdo una acción genera reacción todos somos seres humanos no podemos juzgar a todos x una mala persona nosotros también tenemos descendientes migrantes	denun
105	1087324537354629120	@carlitoswayec Así es, los q quieran trabajar y dar una mejor vida a los suyos bienvenidos, a delincuentes q se queden n su país. Para eso era necesario el control migratorio paro x las tibiezas d este gobierno todo está peor	crimen
106	1087325456293081088	Me cuesta tanto pensar que a parte del machismo ahora se demuestre xenofobia en nuestra sociedad, somos hijos de migrantes, ¿tanto involucionamos? Seremos un caso de estudio social muy profundo. Confío en el buen criterio de una mayoría. #NoALaXenofobia	denun
107	1087332892915744768	¿Qué dijo el Vicepresidente @ottosonnenh acerca de los graves episodios de xenofobia contra los #Venezolanos ocurridos ayer en #Ibarra? ¿Los rechaza enérgicamente?   #LosBuenosSomosMás  #NoALaXenofobia	denun
108	1087339141057183745	@MashiRafael Gobierno actual y algunos  ignorantes más que promueven xenofobia en contra de nuestros hermanos inmigrantes.. Esto tiene que ser una lucha contra gente mala.	denun
109	1087340822071255047	"Aparte de que estoy de acuerdo con medidas de control migratorio de sentido común, es triste como el titular después de una tragedia en Ecuador es ""Grupo de personas inicia cacería a otras personas"" si se usará esa energía en proteger a los que nos importan las cosas mejorarian"	politica
110	1087347333099147264	Como siempre @diegooquendo y radio visión analizando todas las aristas d lo sucedido. Ya no sólo es crisis económica/política, si no crisis social, de valores, donde no sólo hemos visto el aumento del odio hacia migrantes, si no a mujeres... Quiénes serán las siguientes víctimas?	denun
111	1087347481279631360	@Marcs30 @Javierito321 Que nosotros nunca por un ecuatoriano, peruano, colombiano hemos hecho ataques de semejante barbaridad cómo lo q están haciendo con nuestros hermanos venezolanos... q por culpa de su ineptitud todos pagan caro el precio de la xenofobia... ya basta se ser siempre los buenos	denun
112	1087357319078383616	de donde seran las lacras arrastradas que trabajan en esta cuenta en vez de criticar la xenofobia casi que justifican la persecucion de venezolanos en ecuador	crimen
113	1087361162252115968	@ramiroaguilart @Lenin El  comunicado podría ser el correcto, pero NO en este momento. Aquí estamos frente a un femicidio. Nada tiene que ver con control de antecedentes penales de los migrantes que debería ser estricto. Muchos asesinos de mujeres no los han tenido y x cierto son ecuatorianos.	crimen
114	1087366025933479936	Un error mas de nuestro presidente al enviar un mensaje xenofobico a nuestro pueblo, ¿hasta cuando soportamos los horrores cometidos?, cuanta violencia esta generando ahora mismo contra las personas migrantes	denun
115	1087366161573048326	@Vamos_EC @LaPeriodicanet @VamosCanar @GuayasVamos @VamosAzuay @MujeresConVozs @DesafioDerechos @EcMujeres @pagina12 @revistaPlanV @el_telegrafo Y es que en Ecuador nigun hombre habia asesinado a una mujer? Por Dios eso ha pasado y seguira pasando... Basta de Xenofobia cobtra todos los venezolanos	denun
116	1087376677733314560	Algo que me parece ridículo es que países como Ecuador tenga que limitarse a tomar acciones por la migración masiva y actos de violencia por la ayuda dada por Venezuela años atrás . Si hay que deportar y poner visa para entrar que lo hagan.	politica
117	1087394259827941376	"@suriel También hay una calle llamada ""la calle de los ecuatorianos, gente muy buena, también en su mayoría  cuando llegaron a venezuela no estaban legales y así también colombianos. Mi mejor amiga es peruana con eso le digo todo."	otro
118	1087397063267139584	Por pecadores pagan los justos, por favor no generalicemos, cuidémonos entre todos por un mejor País, seamos personas y apoyémonos entre todos también fuimos migrantes alguna vez! Triste lo que estamos pasando pero no agravemos más 😢  https://t.co/RyRR0g3L47	denun
119	1087397157676740608	@mdtelfer @luisevivanco Tienes toda la razon, es control migratorio, pero los ecuatorianos pueden sacar pasaportes y visa en su pais, en venezuela lamentablemente no, por eso muchos salen sin esos documentos.	politica
120	1087412060974125063	@ecuainm @Lenin Los hermanos venezolanos necesitan ser respetados y las leyes del Ecuador deben actuar así. NO a la xenofobia de un gobierno incapaz y corrupto #RenunciaLeninMorenoYa.	denun
121	1087413685797179392	En puembo y tumbaco dos asesinados por extranjeros, en Guayaquil muerto por herida de botella a manos de un extranjero... 🤦🏽‍♂️ un control migratorio ES NECESARIO ANTES DE QUE LA XENOFOBIA SE APODERE DE LAS CALLES	crimen
122	1087415257390370816	"@elsextocrudo @FerchaMafeben @NicolasMaduro Que ignorancia la de estos ""taxistas"" golpeando a  cualquier ciudadano venezolano...y así les entregan beneficios y quieren más...IGNORANTES NO A LA XENOFOBIA"	denun
123	1087419556531003394	@titibahasas Creo que antes de exigir, demandar deben luchar en su país y mandar sacando a la fuerza a ese pendejo que tienen de presidente ese es el origen para que exista tanta migración  en toda América latina no tiene los suficientes pantalones para sacar a ese inepto.	causas
124	1087436111046234113	@GuillaumeLong Deberías estar callado. Tu y tú jefecito fueron cómplices de la dictadura venezolana que ocasionó esta terrible migración; además, te recuerdo que expulsaste a 150 cubanos.	causas
125	1087436653566791680	@pabelml @MashiRafael llamas locos a tu propios compatriotas que representas  debes ser venezolano maldito andate a Venezuela entonces  no es xenofobia es ira dolor impotencia el saber que tenemos políticos como ustedes que solo calientan el puesto y no hacen nada más bien se dedican a buscar culpab	otro
126	1087447355320946696	@Dayanakrays @MashiRafael No hable cosas que no son ustedes no han dado nada a ningún ecuatoriano yo se que esta indignada por lo sucedido en Ibarra, es más yo apoyo a los migrantes honestos como usted mismo lo dice lamentablemente por estos venezolanos delincuentes pagan las consecuencias otros	crimen
